ag,bg,T1,V1,A1,P1,B1,T2,V2,A2,P2,B2,T3,V3,A3,P3,B3,T4,V4,A4,P4,B4,Contamination_Defect,Crystalisation_Defect,Ion_Diffusion_Defect,Burnishing_Defect,m1_cost,m2_cost,m3_cost,m4_cost,ID
Medium,Neon,131.63499563471328,178545.64671938596,31.760670114876927,29.173362041204705,,398.5112402993688,1241740.2376309154,117.59927286470563,93.61018213072126,233.57349774251742,361.23696875504504,922630.1024995543,,123.75062104560885,752.9546180084636,388.8432073845212,375857.1343311122,333.97411814182567,498.17088146350704,353.6261517078991,0,0,0,1,511.4565081340557,1776.358312646701,1340.5707188422741,,175
Medium,Argon,44.74041870447968,206271.70737081015,92.62686108475647,48.109353392510926,91.12156402302402,557.9222103990596,1303584.7505776053,1306.448795034593,66.35832850170655,287.9952841449813,333.8374090414962,942536.6164496884,329.09723565681446,80.76023901782325,912.7347575186686,380.1425791372874,330986.2342193558,937.0161780567206,229.85764059974073,335.36982300477007,0,0,0,1,576.2284224417401,1862.3921407399882,1367.5798577677956,543.3650863949227,176
Low,Argon,112.020443248898,272290.9346542569,237.84793919407932,50.23108471906053,138.5771252439479,549.0349246779452,3215108.5215345165,372.81489810429775,80.5071494258312,358.8075343342923,337.69954876105555,653417.1439224252,339.5396358092144,32.956445246918356,782.1107128793864,395.3914620642546,,806.088260720958,280.22506693648995,335.73467214159444,0,1,0,0,732.2782584753522,4441.6351649040125,977.9169909876758,809.3057714031651,177
Medium,Argon,119.83858032376871,633015.5414582441,198.82183997485004,44.57726963929424,124.01934825130867,528.5320231661544,3951446.914044553,269.82112432380535,95.80252748038751,253.21329111466048,364.0240788510433,1751665.2765628889,436.47368443245165,145.29976731035498,942.7032345917975,339.7493284771073,512042.3217021237,101.44957578151707,444.3888971168304,326.269264186941,0,1,0,0,1580.0444095306414,5436.901015548385,1256.2594639849583,786.842217540103,178
Low,Argon,107.9720698365234,237769.78704728073,140.3804036556615,10.492157526339504,95.79511323442276,500.3340814791488,2563802.761677809,403.8534140740502,60.89464919357726,289.1917892047112,357.0264114856272,803523.398189728,387.42004558651365,114.17700436539549,677.0829517605232,322.77074055814785,458789.1084042646,416.52019777863984,440.04000148496675,337.1655658794244,0,1,0,0,650.8341866723576,3560.837302076718,1180.0068595874297,715.2662135752956,179
Low,Argon,104.40100977134658,249464.09989851277,30.068997675753288,28.059441488423,127.8273051840638,493.6307503427331,3532137.8095678953,408.5094522816984,51.85631010921669,434.6253917921185,535.8487485193316,824066.6394580194,390.06541973361044,149.30357885309635,628.7583481516893,315.09410392109015,259869.68524278275,250.1367720175312,472.1016505853686,317.93328015749313,0,1,0,1,678.1537994572187,4867.629557414708,1210.143430088813,446.51517622757495,180
Low,Argon,76.10109864119248,246764.17533796295,80.54199195744081,38.370183371767226,108.35396388971223,486.4313403256185,1891610.373089988,57.61411356947656,47.39312937289347,367.09284250137296,586.1338747784993,823839.8972315802,439.57158767762974,283.6695081056017,704.068992496346,371.36829781518554,436402.63928076474,602.2231965025575,142.1909896000427,348.8986947320979,0,0,0,0,671.7026670321595,2653.3064961497207,,685.2609153895191,181
Medium,Neon,52.33360479317366,194562.4429189601,56.7403252218896,17.135189051772556,119.83143056994768,411.3449366345345,4849885.684594927,460.9217181830278,64.1629464875533,326.4388631815306,492.0209123678312,894431.2648471117,345.91170916429576,157.00310586688755,946.4151210685036,361.26008440303127,602556.9228266273,495.5668877801611,308.25248175663853,305.6711686528954,0,1,0,0,548.7636645527797,6649.467765883303,1303.7735300445765,909.2293394174125,182
Medium,Neon,125.26302525541357,563370.8754466546,121.45158636689648,48.255283783924824,92.77963010203185,565.7203954876214,842259.8124490686,229.22325982535904,47.458392688606814,263.17722547441855,300.6349285526362,804023.4828822669,254.79580485017206,194.08628005440292,754.2989749846734,426.58465956524174,457610.67946155043,578.1071359344903,403.56161801349236,351.07041614032954,0,0,0,0,1415.8458503142297,1237.961786121435,1180.072920389944,714.3635515032015,183
Medium,Argon,119.98569417139872,492477.2926292025,165.40053001679888,50.74548446717,86.03403577117558,426.26206532638673,885804.4527640488,17.866779693834,85.95817557029768,355.34067416544343,264.96674982612706,969402.4187452924,71.8070642903591,223.78363176563317,741.0677993138147,345.8270712919386,479987.396016192,298.35040893090337,391.2584481276151,349.43887104539755,0,0,0,0,1249.200973767595,1295.8471820567675,1403.8740882209338,743.990205952995,184
Low,Argon,50.17903312006433,334649.353177327,105.01720912689724,32.20561978921836,118.39999970046452,489.55162488310805,1016642.0113987167,408.15020435637035,80.79881466982101,301.7165221744425,352.8386281040724,748457.1491805983,175.5518750168531,255.9620802506901,837.7947896597879,404.2944463366521,372583.0100440775,284.37327264073116,406.64352529840124,324.7373297228756,0,0,0,0,878.2685741014285,1473.9241490953036,1105.7351183245812,599.0180098177013,185
Medium,Argon,131.5310901462712,441595.4560792025,143.87640082108476,36.01268554898427,102.19824324055799,557.7083834291578,1213203.5047904756,58.498984535362,67.18381093282446,235.50784654777206,381.18408402445624,618171.020685707,298.69718881747497,129.27938668865087,909.2639284020282,362.5463939014941,494598.56500779715,707.9946945623847,456.82786170727235,336.1361842485686,0,0,0,0,1129.874365103901,1739.9925675886361,929.3411790553234,764.1527651888003,186
Medium,Argon,136.47581545770802,371885.77909871074,223.35323701704337,52.60853928200792,117.05114928609763,520.4629495806917,2053578.7665908865,52.18411015280422,32.29500669328208,269.5826693191602,312.92889939082056,877559.9411122692,133.5086941565098,231.923884219532,750.4966777880135,380.1620544334236,454297.01299233583,,400.4159848806438,332.42059937388296,0,0,0,0,966.4898203269303,2872.6073130717928,1279.3769748186744,709.6524034805958,187
Low,Argon,69.99551203590734,528588.9784248127,104.94331012827206,51.228098983492984,72.24490156046303,545.0490546451998,1676980.2055894127,169.8798005841808,45.560348128128034,360.2050488645151,400.2676348690301,771305.4819524682,581.5067265555116,71.05176092370138,749.7991581732201,376.2977376887959,533341.0305333516,428.5678831926468,397.55420931920787,350.29018998770863,0,0,0,0,1333.5570965561824,2364.486699787997,1137.732938725299,816.2562986725088,188
Medium,Neon,68.77528937484061,217464.88460195775,105.6922923785452,40.1715761717055,125.51411813901052,489.2416799925366,2142854.2737682085,161.16827730384284,103.20428649182361,251.71273686309843,379.8509879922098,659312.6571437597,359.4208528496945,90.73876763604792,911.0683931237462,349.57413576328565,465290.6208907225,89.35899632758314,415.83469638155,349.7253333312005,0,0,0,0,602.9260624366755,2994.917584439367,985.0962591371931,724.0793035738731,189
High,Argon,57.70397308734422,262243.72215813823,88.6331609986841,-4.864272445262525,89.79170489581433,558.5806951906806,1102575.6792928851,465.69617522729595,68.31126906706245,329.94719196384233,369.02114340632556,521476.2618217476,184.57500080056866,272.8041906614721,702.0229103250832,372.0184616027319,586783.0680527482,295.89709941002576,477.6612649817696,339.50026899231995,0,0,0,0,707.591482589323,1588.9600275062014,799.42054059389,888.3301904121096,190
Medium,Argon,104.55864582689996,396775.8601759654,161.34262304262754,37.8721226156844,157.0415888600349,579.4539364071369,2293818.347325352,118.70540159782107,97.10995093302621,311.1065593072551,524.2836659042623,760822.8371035532,512.8090050769557,235.35464828427297,832.8861752083009,360.1771156838554,300496.5539997143,351.42129853547743,267.71845121533147,334.403466580751,0,1,0,0,1025.0247341999232,3198.3541727941624,1123.7096824641808,501.49812954617704,191
Low,<missing>,43.84662065551368,213522.15815641807,172.6705618346696,34.089498923204424,114.28616448004152,486.5871967617701,1109077.1215348763,268.0056316830792,195.4188465835252,263.2419262839025,372.30568967541643,561386.1910444206,57.34982698868496,40.87191901940642,891.5268534281944,388.6413692975266,249642.30968001572,161.5383950582011,183.64125572427398,361.27673897231733,0,0,0,1,593.5508215984082,1599.1576543406402,852.656731885537,433.01517471580286,192
Medium,Argon,113.1302134772969,274663.26500741194,13.036719432420023,51.850108262354844,118.1894460784721,471.2375258389809,703405.5308591645,238.0576678459254,,222.0958854100303,442.6508177498208,868126.287771052,187.70608708793418,128.42099557050074,775.5498341734482,374.5376450962977,471063.9117592412,922.0455843395583,332.25318846238065,345.33422347646473,0,0,0,0,737.2613524790866,1050.0444390998023,1266.9705585419447,732.6246761815445,193
Low,Argon,74.72774640435999,576950.6032542569,80.57704661355756,23.551126105139776,172.33261737394818,526.2721560396328,1302350.5189325768,190.085872250003,88.39219336462736,296.4654380044778,477.6789529605445,656241.8687807353,460.9221175597179,263.5521062039246,654.028489441174,409.3275665264843,470672.75511816825,139.31714241910134,167.82747208916373,341.984072854316,0,0,0,0,1448.1182023659444,1857.8659088047884,982.192313084764,731.2197002199352,194
Medium,Argon,60.03305167287771,260725.7680442125,258.09221022775074,12.569182461089223,107.78320223453781,470.948669761126,1837903.9929119092,255.93982540772876,48.10462030361715,362.82164850774944,357.5777625074607,801554.1279143669,116.77705829515034,285.1145494678356,758.1557894805428,335.8754103354927,262117.1512002803,782.3287703406929,150.17968115684965,332.90235532732635,0,0,0,1,704.885712282794,2581.4012439053013,1177.9359378953975,449.8869086372937,195
Low,Argon,109.30214911729853,336863.15330545197,232.69487306800744,18.886922822259898,112.98443014799365,579.7943163600011,,281.28493739053073,48.05085680933274,312.8143046020577,481.6520591876633,698973.4257457507,,30.04946266773605,724.5351603194272,324.62908820862606,516713.41452323634,520.25318176018,161.73973755763524,329.2877146856324,0,0,0,0,884.0633767101892,3004.7540379184393,1039.5779799893794,793.2523242835824,196
High,Argon,110.24589676527818,485584.2513127561,234.46485407106755,19.72353522952266,151.74652121421323,563.5478641875723,3585399.672891487,175.53400661040857,85.30513277182105,347.22169478117416,426.0583137514943,811860.3637340859,125.04228547909577,144.50067898330795,657.3323282491873,321.67996005040175,570680.806853882,884.4746269544357,273.1501316018895,351.2781308944642,0,1,0,0,1233.7322804375813,4940.231065616668,1192.0599536558545,866.796639443425,197
High,C02,174.27149435003872,382026.1403401132,187.20942044518384,18.46380702526857,,524.8933219332514,800922.5779198932,456.87819238737075,81.33727609327458,278.79752559916784,469.1348836751478,681510.0204966209,595.5788267713899,,713.6606953599064,414.2436699580379,680854.3208464502,857.1677052575291,197.17687062256755,334.4824157474579,0,0,0,0,990.1968268247917,1181.6272847808846,1015.7395986885564,1015.6145740431923,198
Low,Argon,112.0094673403444,198225.14639255614,65.5819916806996,7.899896419669268,89.79032734811358,528.9755129952987,1347448.7471416304,386.5030333313068,54.446446255720595,302.7161480742932,515.1663536175492,642373.1977446413,586.5771767304817,141.40043500831567,882.1501201615202,334.04549347717676,460859.25353093556,,300.94368507330785,333.34692511801074,0,0,0,0,557.4172747542106,1921.0434738645374,963.6625076773435,718.4959005776045,199
Low,Argon,70.06063094178693,358341.0239650382,19.168859155988745,16.580547875539786,166.79491644897337,496.7163883532478,1364947.5013946397,205.0581533943967,65.01428242923362,320.37005468203887,313.0087517407455,654577.2089344315,483.78429086993356,235.37605731205574,808.5943025023279,391.07306897244433,333697.48583380226,802.5476216017673,380.19052398937595,329.55748123262686,0,0,0,0,934.1647594687336,1943.5257589440641,979.5038397358987,546.9355904017752,200
Low,Argon,118.64213174318823,413226.43752368545,272.5430564581737,50.3358901967756,74.9268886694491,441.04028534837147,1241054.7919118155,349.6120643503354,39.33761668034708,363.5231888948667,336.0456829242066,937777.633974477,137.2429406716156,119.6660410959689,915.236182001686,333.50349317519994,315172.29850415123,884.018732690737,318.71139131813146,332.33104195604034,0,0,0,0,1063.291212670229,1777.2590072522858,1361.6294914358239,521.7515076799664,201
Low,Argon,111.67173283459007,506068.25694837346,260.4367612796995,46.58469411052374,132.94415574075063,530.4584860959474,2531209.448046939,288.3530497054755,117.07638025588469,320.5778445445581,445.9541089608915,837548.6944103355,178.4065645471472,193.6579287060439,946.265035239353,384.39155366507447,523846.3794406452,931.4071342797394,162.03408044359398,364.21043923182543,0,1,0,0,1281.810272232658,3519.66604909932,1226.6932249784534,803.9294414995388,202
Medium,Neon,68.42484498567039,202837.26154874975,110.1205038986304,45.152345976624474,154.53577156645295,651.675974794991,1754529.4112377716,83.88006843389573,74.3418533981215,307.2560362678633,388.38833027573304,634958.6424992372,131.81840539266562,101.00340705443328,882.6959148338942,351.15372163085283,349182.0540617737,212.46311306894694,73.48070854997309,340.99628270622077,0,0,0,1,568.8336931125372,2471.1913082260244,952.7481963920103,567.0102207734612,203
Low,Argon,114.33836190741664,223096.5986828657,284.5475744323919,29.45511564231583,118.80125649011073,486.83539278797684,735822.797306819,108.00500797196617,85.14609871843157,365.5140071227392,476.34629494542065,952875.5450859636,323.25827638565977,83.5341457807927,935.2002054932096,387.15427414129636,505083.32543748623,842.5685744022009,474.8860039555646,355.6988016577306,0,0,0,0,616.6063168183993,1095.434364882721,1382.8657656055411,,204
High,Neon,86.81851209086916,520179.14839369524,16.209427910811083,37.89092047441019,121.97510200141397,520.1785687119109,993246.3961754302,210.72736709211557,52.4808611403682,299.3260432408148,489.8984395752263,1831038.1775182504,373.62602096430595,78.82669687884596,899.7015782613909,621.8586032700915,421666.1021654097,379.8606238798174,254.5827165218074,346.88870065703196,0,0,0,0,1314.2663549912838,1443.1665930232039,,664.8731231075238,205
Medium,C02,83.70322511470255,533334.9936180087,48.070842565660136,47.03009817936689,91.93172418125036,494.2755725327971,1799193.1453409723,324.8762298829461,44.636614943015765,262.3577278247672,398.1776854086006,796751.8462057912,543.7608866418028,233.37458009256125,981.4231315111393,264.70051909104933,486359.1429702251,116.04712769481203,362.6540989055038,336.53488781747905,0,0,0,0,1344.9458933618591,2531.7962194818433,1171.1634058700822,751.7825800581019,206
Medium,Neon,8.175436295476615,368653.7225880917,242.57632081139647,40.53312524528945,92.76181686412731,534.8752721132859,562360.1478452962,212.8749990537827,,268.5635222429018,478.8390616862419,924620.7710560926,165.1531636635736,231.32558738073058,920.6328575245624,333.45313903449403,431451.8378186237,485.9393550109987,486.67754160248904,342.0769572502874,0,0,0,0,957.9713814004203,861.532544480667,1343.8095400603245,678.7258057263674,207
Low,Argon,89.14226621505587,226806.62566368008,73.92031505750079,3.6561842323989815,152.99906365471492,426.1464215316834,1845428.1186712515,311.48907211027415,100.19562449870006,269.87070125460014,474.61639387218105,771293.213602782,402.71207600374765,249.92686721160123,746.0411035028783,366.292065597432,527783.9831498101,853.8142999148964,433.30424520483757,344.92093137066183,0,0,0,0,624.9766229992524,2591.606424796387,1137.1834368379916,,208
Low,Argon,40.57614118195208,397863.3274434328,38.13622815967824,39.36836537611938,129.34293211540373,473.17113946695514,2195547.553136221,277.97569455067304,38.31839081530376,240.53701590189362,367.64275724027596,475160.4984567709,547.6385944791091,99.34649924376221,852.4773830862476,355.2568102149777,455428.45002862514,209.18932136617923,215.52620147215282,332.5622827195334,0,0,0,0,1026.7329384599411,3065.167014734994,736.4567847052739,710.429313424591,209
Medium,Argon,86.24471158455793,515114.51407737145,247.49832325291882,12.158411232820596,155.80896020614722,428.02892308422946,2905297.837848871,357.33760089797573,65.9101169155835,256.9403670902183,399.2366820165568,918528.301370597,568.6068636658748,213.45668951129807,930.6361376319682,284.38400676814564,514108.3562289072,565.6280550481196,488.6654210630592,309.47486903640936,0,1,0,0,1303.0155949980344,4024.1485313044377,1335.6429150586032,789.7320127193673,210
Medium,Neon,35.205645310565494,538017.7795386156,172.18315725546924,28.19962822886321,139.08102851948001,595.287242757723,775955.7230385819,152.21443424733678,47.479644441991155,243.0253410003534,,840285.6182121633,385.4200384630755,148.94882426851518,1560.3865031575942,407.04900061000177,483299.74747739703,278.2039941257539,131.6855490889951,366.4431861358195,0,0,0,0,1356.4018131383716,1150.8436783915542,1229.7758570019719,748.5155128545199,211
Medium,Neon,55.81547871758287,554438.7101231954,222.08756384196366,10.401781224397817,142.52476129980062,622.1517648992718,693004.804578113,331.8129105988053,75.2013961418115,264.6887872177369,477.5321070842322,818223.7835160487,629.8151086910342,266.84234451919315,768.7260498872206,336.8670320528939,569153.5665242459,791.0698061876186,235.08827449210722,345.68991327704174,0,0,0,0,1395.200791455744,1036.7984478191488,1200.552408601079,864.6110059945256,212
Low,Argon,84.53125850860533,340198.8111385882,46.673064145489,11.911113104166843,160.44744399258153,511.4935794633733,1072488.6789751402,367.2766850921433,71.99797803790668,305.83783181110397,385.0675766641532,693860.0074879694,419.90585383185356,81.98611176667316,895.649444135243,295.7823989843829,297851.6767406075,980.7711730606998,398.5236189621473,375.85919085258934,0,0,0,0,891.650228239088,1549.942112586342,1032.3553124855812,498.80884967841354,213
Medium,Argon,97.75772023415712,289061.8729337009,73.96821816135684,34.771663569480374,107.8654912735243,530.3097435782661,2728729.26551911,428.5880003868627,100.41340582857158,328.5936208690615,531.0297025540252,472330.7226124075,427.4770563030296,28.672987088305796,795.8370080071298,298.35625969552973,339093.6876280118,630.7017667404576,313.1337730178658,346.2203413468287,0,1,0,0,771.2863556284763,3785.197520935595,734.1405651514557,553.7500646618533,214
Medium,Neon,92.68546140980422,527580.0803761416,51.43213911907482,27.89538576035867,114.43336562918665,632.0347676318714,1307393.3579977148,263.8066606513444,75.93352814260757,288.0517610367109,389.77046807400274,1674036.4195338904,1416.1884251257381,269.1222837969279,697.1686875614506,407.3136934388894,322490.3721160049,811.0123075538397,156.2097309465306,331.0865662069791,0,0,0,0,1331.5797449287888,1865.6483692348936,927.8663917866609,531.790876073152,215
Medium,Argon,137.05808126175103,435244.44438257493,-1.9366017116141059,46.73448149038606,92.69829955275607,416.4818175939381,1592995.336649602,350.7895171860221,83.97674950118231,354.28012065698766,348.7608567860543,509787.1111981937,1371.0858876992204,80.48581862288201,825.7493849831953,347.6415710783419,370638.7355345504,945.0805092871952,380.0687986819496,315.48814409603176,0,0,0,0,1114.5049600095826,2251.265455211737,,596.6358295327616,216
Medium,Neon,56.6888497468339,568866.8662457658,89.7749228111795,30.288588626949142,105.97800948249564,511.1384426719772,2968350.8130568652,182.6018147659999,83.48883152473398,295.5404673982234,367.26013253609625,508879.97206051485,520.7117772544569,244.46213247813793,825.8222505693761,284.5283189007477,346883.64282275486,161.05961435486327,79.10420690785591,361.0486341578951,0,1,0,0,1428.4091369532814,4108.553556131293,782.564530485474,563.661755698116,217
Low,Neon,71.69256103915073,385708.71114797797,225.92784062063848,22.293587574832028,105.25827129853548,420.46719335867203,1382502.912085888,165.63465367550162,91.10100855070151,292.4820524936188,490.3647934076949,890174.7043171806,534.2012257386282,175.92370407861924,890.6696835532542,366.42074520733564,476766.69466880074,193.57769873814706,69.9197025273352,354.19167634296093,0,0,0,0,998.5226003255723,1967.6353756621345,1297.8742550811883,739.4150592438216,218
Medium,Neon,60.693339997972586,627353.2393930926,219.94876590101043,11.510039303045872,158.14998968917862,484.6269657352661,1330340.762361702,457.6555776033435,54.91754604440626,308.5909080360946,436.62205823358164,730426.8061552527,166.89815749510933,290.44663271735834,995.7365072603981,420.73272825078453,374093.1591433948,695.953648318244,402.12302653965133,349.33444457180707,0,0,0,0,1566.6162453596964,1899.0054955362568,1082.0181896342956,601.8553721477659,219
Low,Argon,126.70882187609772,776375.0058503962,118.43837239499943,43.59337077902996,140.86555293095745,637.006299912687,1257222.7136479504,39.64012376336405,73.45865401788355,291.2648779146819,387.6410537204261,952126.860242449,90.11583780042955,25.33363431862819,773.0778342400674,283.53114155393007,605289.8010457485,936.4927785548568,480.18468609889175,356.5299296630646,0,0,0,0,1916.8307793860195,1798.5097010833179,1380.4920788357867,913.5719125295973,220
Low,Neon,110.60253014708643,582611.5064829155,43.38202037826951,46.325160036277005,93.9471816004234,526.9789130589703,1013860.8224625409,453.94137853818086,57.03452773416584,340.63448765914757,468.3801504561388,825516.8368109195,293.9704055669406,276.369182909161,885.9819179385363,306.6744742610972,665708.1711464536,826.9576125809903,249.7792775690035,316.7052894627208,0,0,0,0,1460.8528044079956,1470.6642443781107,1210.9280242445739,994.6037105466457,221
Low,Argon,140.69938095178858,424416.8716228958,65.23653317313827,37.840098891859014,180.52220779656128,594.5220494237894,4541870.919934277,130.38938984595688,34.282529762813944,287.5979591754662,395.8063171130727,738453.6424342351,257.99933953391604,94.66962836284607,1023.6118272851202,444.83262937385547,520057.7890675463,785.328170249955,472.45818795174694,344.86722840213343,0,1,0,0,1089.9732379269888,6235.061979823443,1092.2197980906944,799.1415609960698,222
Medium,Neon,91.64059117862598,460228.04735750967,10.793219414016026,20.294606393243715,169.5325535521511,582.4496234212946,3196415.4535160745,247.49487743904035,67.72028967191476,339.65982849646605,417.45471363331836,866938.1741010742,495.1259101305966,259.93055466688907,906.2997566172206,280.91871346271694,442560.8597202045,99.2885578559125,67.34388211689534,328.06693364868767,0,1,0,0,1173.6457013018335,4417.749185479889,1266.534900623886,692.4707356889446,223
Medium,Argon,70.14289328269611,311498.7363470495,290.5561233637009,27.068863575159305,114.28657389127399,427.5666844008825,2898648.193544632,434.6823905659036,39.75820457843486,312.30616323894213,402.27854351053145,879240.1711562737,227.50990781443758,229.68262187985817,872.4279537322165,401.1179701600847,483997.5786795806,408.3539028931085,100.65730349479404,335.1830425858897,0,1,0,0,824.3542998428152,4014.371261503552,1282.6444288769524,,224
Medium,Neon,99.92917336081473,211746.2184335488,231.00591052177333,3.3343139735032423,161.20952944168067,348.69616645897605,3123112.555843699,381.3677726585117,65.89651483897596,305.96754021619347,406.2210604934294,831578.7207491759,465.38363263444245,261.9754070844862,822.0061078409087,351.86776268078904,280752.21624437114,210.1735428430833,79.50439864331115,313.737887368329,0,1,0,1,590.2326546516135,4316.619322354678,1218.497218735506,474.2216547107511,225
Medium,Argon,90.32380743142559,398958.61307986284,39.10144716791939,26.800482927726314,114.55391311744418,573.1862176254103,822550.7041022102,285.2961780555728,97.58569182365164,301.2723242515335,335.24725949386306,566396.0134832929,192.09876725787572,259.9941421193385,800.0207887984656,340.5376562372068,357029.551054073,854.6478687774194,221.07915887702276,348.3241718767442,0,0,0,0,1029.0953142170938,1211.7449659265897,859.8336827998762,578.3354008800613,226
Medium,Neon,121.47751902318589,472017.8001235507,210.48143606600217,22.78012697192734,86.58169831324707,601.3979685207817,2227045.1078231833,31.68917303069125,39.6917438155949,248.47823339410988,442.65113364664666,789605.7831426814,437.957059063425,,768.9107784698564,366.4249398522788,562090.7921225771,707.4582796475277,326.6425315575977,340.71388208420507,0,0,0,0,1201.2370753753405,3107.310927973575,1161.6263392871128,855.1062460038987,227
Low,Neon,154.64988966091323,651872.3515309977,275.4851054450705,42.91356584434045,109.99793569702578,488.94547778486384,984587.4287992731,214.60689645186133,85.0638699900375,290.8774245034185,365.3969218008,611530.2665548441,208.58978147864153,210.3919882732862,796.9389244551414,392.6427701246723,431577.54471306823,774.1869586579039,261.30940444809215,337.8266907881368,0,0,0,0,1624.4505130962573,1430.0504579586107,920.6763577321128,,228
High,Argon,122.70476539492975,304200.3110381043,212.56846527198397,8.106970271244872,103.75401164082572,576.6623599081327,2005145.38912681,106.95754447498521,64.20759596614079,270.3294875974253,373.0611304356122,948102.0758779694,582.3877551048716,99.61069642763054,754.9365329641341,379.543247653203,589337.4149217342,672.8519283632477,363.9300285590257,334.13062372259594,0,0,0,0,806.9362727196445,2807.6814815183984,1375.4311822497177,892.0276396476422,229
Low,Argon,353.06484663716145,326702.3912253065,159.69135689487078,20.00679621164347,97.05783086908325,620.6273840972331,2558024.393232056,200.4124999175524,22.13655918529846,292.1810905799105,434.2932557082246,813389.4928123556,95.46890970454247,54.81445318600139,942.863379672197,291.8319398595459,520487.22020387306,285.7929963295029,270.3905532037853,349.62942396091205,0,1,0,0,859.6718791000795,3556.2708604963855,1193.4012893637425,798.2897304124667,230
Low,Argon,88.14485350188691,340828.9520005983,91.27642182851335,36.77275617058102,106.99073850987206,521.8184128649318,2886131.0750852856,67.94329003192128,76.12128834380529,349.4636140263558,550.517929267635,681406.1609702363,498.1258865251905,43.66999011332439,941.5279912614827,290.9015301385664,337898.76454124186,,369.41351609141367,346.0736288683704,0,1,0,0,892.7852528589808,,1016.8142316742841,552.0307337214424,231
Low,Neon,92.54699994114814,378056.9557178925,190.33023939606403,40.15244898142292,159.69553206049005,537.1414209674926,2100539.180241887,423.3403522824994,88.76905481457479,326.9143402112039,361.94295223640967,777884.7113282261,77.8543319390389,198.06630054748257,852.1673088291681,362.8694176888232,523649.58908832277,646.1032322024439,448.1108647580051,325.73599144825977,0,0,0,0,980.8507714072424,2937.522174648208,1145.6509631311683,803.2180951432734,232
Medium,Neon,131.31944362598952,361912.97678437445,253.5806026372288,4.557667345021693,91.81469125721961,542.806421940977,680442.3940802205,395.5824086068333,212.57774358830912,334.79367832345565,517.7230909197343,779589.4039129155,374.7437123608718,,770.7656409572315,279.34511100504636,488394.2159426708,586.5221665903932,466.41299533077415,331.9815324047243,0,0,0,0,942.8266835140845,1019.6395072019989,1149.2859121330448,755.2106355257984,233
Low,Neon,97.16715662064043,546023.8966919634,136.29135677641054,46.82226583608367,135.51919550263742,558.3785406427288,1275586.8522637738,,61.270054616009524,328.9812019141613,359.1041794431002,523532.0374642727,128.9788085155222,192.20766475427166,820.199729255813,418.7347834891424,289548.7427672084,461.0436004712982,262.1267428397233,350.74214796733804,0,0,0,0,1375.2797622614016,1823.6769899580063,802.236254504251,487.2624861240223,234
Low,Argon,158.85458850251814,354001.53558708256,56.732241488750375,8.91764246581247,130.45700361041227,537.1822067798466,1008893.2308400823,101.19942410717529,81.96747137024988,317.32180899395604,285.9448326207069,1667926.7467373533,419.25232766259927,169.7533052967277,771.1030897362139,355.71148460073596,555952.673659691,,282.33414516983817,340.62414301678746,0,0,0,0,924.1013491454394,,1065.0704058123738,846.6675905946281,235
Low,Argon,79.35225255585286,252753.53271787873,217.96697638054755,22.347594168526406,141.08415237715045,399.6537423694523,1997946.5491908735,395.96790152900115,120.51800453118284,261.1410657789054,379.6298790561071,812281.834460443,,139.5221845486802,847.195817774243,364.428264458425,373942.8260118489,476.3034281378808,363.27960037328586,344.4355913941321,0,0,0,0,686.1513513616236,2798.3495211596987,1191.4232134196354,600.9931026897618,236
Medium,Neon,73.84720096829044,465799.3311824631,43.84032836126934,43.67090088229802,115.53429963976119,538.6382312124241,3103614.617804433,445.3827694689319,89.72092318606815,295.69745675185055,482.93160725781115,785419.101611847,583.0820675940591,159.34109548277576,683.6162969293522,307.72661413463425,396050.63926341466,116.19724078569423,419.3748638802486,331.7610474051486,0,1,0,0,1186.3941546052968,4289.898860950481,1156.516501327988,630.1706065405361,237
Low,Neon,123.3184979925098,482971.866035079,105.82049979384472,16.642696958450742,114.4237745194354,428.21069561166547,2172153.812677968,435.97371151437164,62.2755028818812,382.43270832651666,375.13492556424814,966596.0264270871,365.5913503941886,137.94254141787275,837.9955632437556,371.12927180336965,400587.362061073,908.3301235605328,175.52009664101064,373.1864238866042,0,0,0,0,1227.0889848149025,3033.299804654083,1401.1237867748187,637.5166553301954,238
Medium,Argon,109.81566370900245,333702.51788245066,274.7758800914071,10.353450229751513,143.83730154083497,506.95685402194084,811013.5733387793,349.4113358697622,67.31200797422301,320.10402910218363,384.7357953188987,539937.3263387883,597.1308456854737,267.4954178218732,619.882218637778,438.3422153690442,565813.5976482735,,429.01742624005175,354.49302952927167,0,0,0,0,876.7702494299879,1194.1006016304234,824.8794175749791,860.6511474127271,239
High,Neon,85.05481809469394,347931.96412309754,54.821290505806616,36.027002257466094,131.4842132403849,446.4265595230711,,158.43202360669625,65.98593362095403,341.41158108841233,448.6038350817297,850415.2874317337,378.28508165213964,171.0308152085819,909.967987239338,315.9900785388743,480230.01704679895,651.3282114293024,167.99357245732477,348.77911503059215,0,1,0,0,909.6196817650043,3725.391519217176,1244.362922894131,744.378293303393,240
